ID,DateTime,Tag,Value
436,11/20/2018 23:30:35,18:FE:34:A4:33:5E,31
437,11/21/2018 0:27:29,18:FE:34:A4:33:5E,31
438,11/21/2018 1:24:25,18:FE:34:A4:33:5E,31
439,11/21/2018 2:21:21,18:FE:34:A4:33:5E,30
440,11/21/2018 3:18:12,18:FE:34:A4:33:5E,30
441,11/21/2018 4:15:01,18:FE:34:A4:33:5E,29
442,11/21/2018 5:11:59,18:FE:34:A4:33:5E,29
443,11/21/2018 6:09:03,18:FE:34:A4:33:5E,29
444,11/21/2018 7:06:01,18:FE:34:A4:33:5E,29
445,11/21/2018 8:03:54,18:FE:34:A4:33:5E,32
446,11/21/2018 9:01:33,18:FE:34:A4:33:5E,37
447,11/21/2018 9:59:49,18:FE:34:A4:33:5E,38
448,11/21/2018 10:57:05,18:FE:34:A4:33:5E,38
449,11/21/2018 11:54:16,18:FE:34:A4:33:5E,39
450,11/21/2018 12:51:12,18:FE:34:A4:33:5E,38
451,11/21/2018 13:48:03,18:FE:34:A4:33:5E,37
452,11/21/2018 14:45:00,18:FE:34:A4:33:5E,37
453,11/21/2018 15:41:48,18:FE:34:A4:33:5E,36
454,11/21/2018 16:38:47,18:FE:34:A4:33:5E,36
455,11/21/2018 17:35:34,18:FE:34:A4:33:5E,35
456,11/21/2018 18:32:18,18:FE:34:A4:33:5E,34
457,11/21/2018 19:28:59,18:FE:34:A4:33:5E,34
458,11/21/2018 20:25:51,18:FE:34:A4:33:5E,34
459,11/21/2018 21:22:40,18:FE:34:A4:33:5E,33
460,11/21/2018 22:19:35,18:FE:34:A4:33:5E,32
461,11/21/2018 23:16:32,18:FE:34:A4:33:5E,32
462,11/22/2018 0:13:33,18:FE:34:A4:33:5E,32
463,11/22/2018 1:10:20,18:FE:34:A4:33:5E,31
464,11/22/2018 2:07:20,18:FE:34:A4:33:5E,31
465,11/22/2018 3:04:07,18:FE:34:A4:33:5E,30
466,11/22/2018 4:01:07,18:FE:34:A4:33:5E,30
467,11/22/2018 4:57:52,18:FE:34:A4:33:5E,29
468,11/22/2018 5:54:49,18:FE:34:A4:33:5E,29
469,11/22/2018 6:51:32,18:FE:34:A4:33:5E,29
470,11/22/2018 7:48:55,18:FE:34:A4:33:5E,32
471,11/22/2018 8:45:57,18:FE:34:A4:33:5E,34
472,11/22/2018 9:43:59,18:FE:34:A4:33:5E,35
473,11/22/2018 10:40:38,18:FE:34:A4:33:5E,35
474,11/22/2018 11:38:27,18:FE:34:A4:33:5E,37
475,11/22/2018 12:35:19,18:FE:34:A4:33:5E,36
476,11/22/2018 13:32:22,18:FE:34:A4:33:5E,36
477,11/22/2018 14:29:22,18:FE:34:A4:33:5E,36
478,11/22/2018 15:26:25,18:FE:34:A4:33:5E,36
479,11/22/2018 16:23:33,18:FE:34:A4:33:5E,36
480,11/22/2018 17:20:25,18:FE:34:A4:33:5E,35
481,11/22/2018 18:17:23,18:FE:34:A4:33:5E,35
482,11/22/2018 19:14:20,18:FE:34:A4:33:5E,35
483,11/22/2018 20:11:20,18:FE:34:A4:33:5E,35
484,11/22/2018 21:08:18,18:FE:34:A4:33:5E,34
485,11/22/2018 22:05:17,18:FE:34:A4:33:5E,34
486,11/22/2018 23:02:17,18:FE:34:A4:33:5E,34
487,11/22/2018 23:59:02,18:FE:34:A4:33:5E,34
488,11/23/2018 0:55:55,18:FE:34:A4:33:5E,33
489,11/23/2018 1:52:48,18:FE:34:A4:33:5E,33
490,11/23/2018 2:49:30,18:FE:34:A4:33:5E,31
491,11/23/2018 3:46:18,18:FE:34:A4:33:5E,31
492,11/23/2018 4:43:27,18:FE:34:A4:33:5E,30
493,11/23/2018 5:40:13,18:FE:34:A4:33:5E,29
494,11/23/2018 6:37:41,18:FE:34:A4:33:5E,30
495,11/23/2018 7:34:27,18:FE:34:A4:33:5E,31
496,11/23/2018 8:32:26,18:FE:34:A4:33:5E,33
497,11/23/2018 9:31:41,18:FE:34:A4:33:5E,38
498,11/23/2018 10:29:06,18:FE:34:A4:33:5E,39
499,11/23/2018 11:26:13,18:FE:34:A4:33:5E,39
500,11/23/2018 12:23:07,18:FE:34:A4:33:5E,38
501,11/23/2018 13:19:56,18:FE:34:A4:33:5E,38
502,11/23/2018 14:16:53,18:FE:34:A4:33:5E,37
503,11/23/2018 15:13:57,18:FE:34:A4:33:5E,37
504,11/23/2018 16:10:47,18:FE:34:A4:33:5E,37
505,11/23/2018 17:07:39,18:FE:34:A4:33:5E,36
506,11/23/2018 18:04:18,18:FE:34:A4:33:5E,35
507,11/23/2018 19:01:02,18:FE:34:A4:33:5E,34
508,11/23/2018 19:57:34,18:FE:34:A4:33:5E,33
509,11/23/2018 20:54:24,18:FE:34:A4:33:5E,32
510,11/23/2018 21:51:12,18:FE:34:A4:33:5E,32
511,11/23/2018 22:48:00,18:FE:34:A4:33:5E,31
512,11/23/2018 23:44:59,18:FE:34:A4:33:5E,30
513,11/24/2018 0:41:43,18:FE:34:A4:33:5E,30
514,11/24/2018 1:38:38,18:FE:34:A4:33:5E,30
515,11/24/2018 2:35:37,18:FE:34:A4:33:5E,30
516,11/24/2018 3:32:46,18:FE:34:A4:33:5E,30
517,11/24/2018 4:29:46,18:FE:34:A4:33:5E,30
518,11/24/2018 5:27:08,18:FE:34:A4:33:5E,30
519,11/24/2018 6:23:25,18:FE:34:A4:33:5E,29
520,11/24/2018 7:21:04,18:FE:34:A4:33:5E,29
521,11/24/2018 8:18:19,18:FE:34:A4:33:5E,31
522,11/24/2018 9:21:06,18:FE:34:A4:33:5E,36
523,11/24/2018 10:16:35,18:FE:34:A4:33:5E,83
524,11/24/2018 11:14:06,18:FE:34:A4:33:5E,87
525,11/24/2018 12:11:30,18:FE:34:A4:33:5E,100
526,11/24/2018 13:08:21,18:FE:34:A4:33:5E,45
527,11/24/2018 14:05:17,18:FE:34:A4:33:5E,51
528,11/24/2018 15:02:19,18:FE:34:A4:33:5E,38
529,11/24/2018 15:59:12,18:FE:34:A4:33:5E,37
530,11/24/2018 16:56:00,18:FE:34:A4:33:5E,36
531,11/24/2018 17:52:47,18:FE:34:A4:33:5E,36
532,11/24/2018 18:49:53,18:FE:34:A4:33:5E,35
533,11/24/2018 19:46:48,18:FE:34:A4:33:5E,35
534,11/24/2018 20:43:45,18:FE:34:A4:33:5E,35
535,11/24/2018 21:40:35,18:FE:34:A4:33:5E,34
536,11/24/2018 22:37:25,18:FE:34:A4:33:5E,34
537,11/24/2018 23:34:21,18:FE:34:A4:33:5E,34
538,11/25/2018 0:31:12,18:FE:34:A4:33:5E,33
539,11/25/2018 1:27:55,18:FE:34:A4:33:5E,33
540,11/25/2018 2:24:47,18:FE:34:A4:33:5E,33
541,11/25/2018 3:21:24,18:FE:34:A4:33:5E,31
542,11/25/2018 4:18:16,18:FE:34:A4:33:5E,31
543,11/25/2018 5:15:12,18:FE:34:A4:33:5E,31
544,11/25/2018 6:12:05,18:FE:34:A4:33:5E,31
545,11/25/2018 7:08:59,18:FE:34:A4:33:5E,31
546,11/25/2018 8:06:49,18:FE:34:A4:33:5E,33
547,11/25/2018 9:04:46,18:FE:34:A4:33:5E,35
548,11/25/2018 10:02:29,18:FE:34:A4:33:5E,38
549,11/25/2018 10:59:25,18:FE:34:A4:33:5E,38
550,11/25/2018 11:56:40,18:FE:34:A4:33:5E,37
551,11/25/2018 12:53:56,18:FE:34:A4:33:5E,38
552,11/25/2018 13:50:13,18:FE:34:A4:33:5E,37
553,11/25/2018 14:47:02,18:FE:34:A4:33:5E,36
554,11/25/2018 15:43:49,18:FE:34:A4:33:5E,35
555,11/25/2018 16:40:40,18:FE:34:A4:33:5E,35
556,11/25/2018 17:37:29,18:FE:34:A4:33:5E,34
557,11/25/2018 18:34:09,18:FE:34:A4:33:5E,34
558,11/25/2018 19:31:00,18:FE:34:A4:33:5E,33
559,11/25/2018 20:27:45,18:FE:34:A4:33:5E,33
560,11/25/2018 21:24:28,18:FE:34:A4:33:5E,32
561,11/25/2018 22:21:18,18:FE:34:A4:33:5E,32
562,11/25/2018 23:18:03,18:FE:34:A4:33:5E,31
563,11/26/2018 0:14:45,18:FE:34:A4:33:5E,30
564,11/26/2018 1:11:58,18:FE:34:A4:33:5E,35
565,11/26/2018 2:05:33,18:FE:34:A4:33:5E,29
566,11/26/2018 3:03:05,18:FE:34:A4:33:5E,30
567,11/26/2018 3:59:25,18:FE:34:A4:33:5E,29
568,11/26/2018 4:57:09,18:FE:34:A4:33:5E,29
569,11/26/2018 5:54:51,18:FE:34:A4:33:5E,29
570,11/26/2018 6:51:51,18:FE:34:A4:33:5E,34
571,11/26/2018 7:45:55,18:FE:34:A4:33:5E,31
572,11/26/2018 8:43:09,18:FE:34:A4:33:5E,34
573,11/26/2018 9:41:22,18:FE:34:A4:33:5E,36
574,11/26/2018 10:38:43,18:FE:34:A4:33:5E,37
575,11/26/2018 11:35:53,18:FE:34:A4:33:5E,37
576,11/26/2018 12:32:25,18:FE:34:A4:33:5E,37
577,11/26/2018 13:29:06,18:FE:34:A4:33:5E,37
578,11/26/2018 14:25:40,18:FE:34:A4:33:5E,35
579,11/26/2018 15:22:42,18:FE:34:A4:33:5E,35
580,11/26/2018 16:19:14,18:FE:34:A4:33:5E,35
581,11/26/2018 17:16:01,18:FE:34:A4:33:5E,34
582,11/26/2018 18:12:39,18:FE:34:A4:33:5E,34
583,11/26/2018 19:09:12,18:FE:34:A4:33:5E,33
584,11/26/2018 20:05:57,18:FE:34:A4:33:5E,32
585,11/26/2018 20:21:19,84:0D:8E:88:B0:16,9.75
586,11/26/2018 20:26:06,84:0D:8E:88:B0:16,10.5
587,11/26/2018 21:02:38,18:FE:34:A4:33:5E,31
588,11/26/2018 21:04:21,84:0D:8E:88:B0:16,1024
589,11/26/2018 21:05:12,84:0D:8E:88:B0:16,1024
590,11/26/2018 21:15:03,84:0D:8E:88:B0:16,1024
591,11/26/2018 21:15:38,84:0D:8E:88:B0:16,1024
592,11/26/2018 21:59:36,18:FE:34:A4:33:5E,30
593,11/26/2018 22:11:23,84:0D:8E:88:B0:16,1024
594,11/26/2018 22:56:26,18:FE:34:A4:33:5E,29
595,11/26/2018 23:09:12,84:0D:8E:88:B0:16,1024
596,11/26/2018 23:53:19,18:FE:34:A4:33:5E,29
597,11/27/2018 0:06:57,84:0D:8E:88:B0:16,1024
598,11/27/2018 0:50:14,18:FE:34:A4:33:5E,29
599,11/27/2018 1:04:45,84:0D:8E:88:B0:16,1024
600,11/27/2018 1:46:58,18:FE:34:A4:33:5E,28
601,11/27/2018 2:02:36,84:0D:8E:88:B0:16,1024
602,11/27/2018 2:43:57,18:FE:34:A4:33:5E,28
603,11/27/2018 3:00:32,84:0D:8E:88:B0:16,1024
604,11/27/2018 3:41:47,18:FE:34:A4:33:5E,28
605,11/27/2018 3:58:28,84:0D:8E:88:B0:16,1024
606,11/27/2018 4:39:16,18:FE:34:A4:33:5E,29
607,11/27/2018 4:56:34,84:0D:8E:88:B0:16,1024
608,11/27/2018 5:35:12,18:FE:34:A4:33:5E,28
609,11/27/2018 5:54:31,84:0D:8E:88:B0:16,1024
610,11/27/2018 6:33:00,18:FE:34:A4:33:5E,28
611,11/27/2018 6:52:18,84:0D:8E:88:B0:16,1024
612,11/27/2018 7:30:36,18:FE:34:A4:33:5E,30
613,11/27/2018 7:50:14,84:0D:8E:88:B0:16,1024
614,11/27/2018 8:28:05,18:FE:34:A4:33:5E,31
615,11/27/2018 8:48:15,84:0D:8E:88:B0:16,1024
616,11/27/2018 9:27:23,18:FE:34:A4:33:5E,37
617,11/27/2018 9:46:52,84:0D:8E:88:B0:16,1024
618,11/27/2018 10:25:08,18:FE:34:A4:33:5E,38
619,11/27/2018 10:51:15,84:0D:8E:88:B0:16,291.75
620,11/27/2018 10:59:49,84:0D:8E:88:B0:16,1024
621,11/27/2018 11:00:47,84:0D:8E:88:B0:16,291.12
622,11/27/2018 11:22:15,18:FE:34:A4:33:5E,39
623,11/27/2018 11:59:20,84:0D:8E:88:B0:16,290
624,11/27/2018 12:19:18,18:FE:34:A4:33:5E,39
625,11/27/2018 12:57:15,84:0D:8E:88:B0:16,287.88
626,11/27/2018 13:16:14,18:FE:34:A4:33:5E,38
627,11/27/2018 13:54:07,84:0D:8E:88:B0:16,282.75
